JP Name,EN Name,id,Human Hash,Classic Cast Hash,Classic Caseal Hash,.fig Hash,Substitute Motions are in win32reboot, unlike most NGS player files. The first two characters of each filename are the folder name
花びら,Flower Petals,023,b6\78d43563d84e3934d4132ed561cf2a,28\92006e6a54396db9c82c0aa594cc3b,4d\33470dbfa0adee5a16890864c88485,aa\40d8e1b86db1c0f9212fb603db53cf
つむじ風/B,Whirlwind/B,024,77\7dcbc6fb3749f63c44a9e979ea3506,89\294b65ffabcb899756fdff53f14dd3,05\13ecb61defd236464f4733f7c33106,7e\ead52dbcef7f94bc2780dd4b710a36
[Unnamed 25],,025,1a\0ef4351ea3f54cc3df0b468767c715,f7\3779de1c36c7f803dff89f2b3384a1,b4\98488f6fa3b81ec8870cfb6b50ea73,e2\0135e9fc91bba05320dffb151d2e44
[Unnamed 26],,026,d7\8a85bbb0717dfe68813f14d6377696,e8\a3e13b1732495ca5d99aba53a3412d,17\4228f9304a047948b6735390760756,3a\2cfc2b533bb0e2ee650360a14643e8
[Unnamed 27],,027,6b\6628fb0e2e55af8319030754278e8c,b3\b7cbd8e3adcc1c27ec4efc8c3be90d,19\02a030b182bd0a814d77eb0a49e204,c9\05592f1ec5ececbd70ea88df804d36
[Unnamed 28],,028,3c\e5276a5e7da8c5e0489bc934dffe3f,be\9425bc7de27b581c50b92c6c7a3e59,f0\ed92edd8307f55cdcf6bbf22f0711e,20\7c0b1e34bd0e0fc0ee4700b6c3edfb
[Unnamed 29],,029,03\1b522c8b8dc334166cca0c6446b3d9,f2\6c7eae49b89881f49721effb29f95d,94\669c0c16910fa3e4c8da0b1e4fecd1,cf\e39318e8088f6d92ac9809e2ba4cff
[Unnamed 30],,030,ab\ac1d8a3cff57ba10c1878ede83e0b1,59\397f71278dde751d1b3a228fbb3fd2,49\9e04ecdc6aa7712bc86adcf30ed402,b4\6ed7c70822c5439f7314eb57d8d756
キョンシー,Jiangshi,031,60\f0da8cc93637cc24188bc655369896,88\68999591eecfd346c41233ca06cf8c,1d\7f19bfe842cd07702b0e6640438cca,c5\b6df94feacfb3aa561f1a584026eef
[Unnamed 32],,032,7d\425aace425d846c83155c2e4bbd5ed,72\3088f6ebd00b883fe024bc84f7538d,ef\1c778b0568f0171ab116c0b7199073,b5\67ccf53065754d9abd89b8aa69aafe
